TransactionID,Date,Country,Description,Revenue,Quantity,YearMonth
539318,2010-12-16 19:09:00,Finland,72 SWEETHEART FAIRY CAKE CASES,39.6,72,2010-12
539318,2010-12-16 19:09:00,Finland,60 CAKE CASES DOLLY GIRL DESIGN,39.6,72,2010-12
539318,2010-12-16 19:09:00,Finland,60 TEATIME FAIRY CAKE CASES,13.2,24,2010-12
539318,2010-12-16 19:09:00,Finland,60 TEATIME FAIRY CAKE CASES,50.4,120,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 72 SKULL CAKE CASES,13.2,24,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 72 SKULL CAKE CASES,50.4,120,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 12 LONDON TISSUES ,20.88,72,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 12 WOODLAND TISSUES ,41.76,144,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 12 SUKI TISSUES ,41.76,144,2010-12
539318,2010-12-16 19:09:00,Finland,SWEETIES  STICKERS,40.8,48,2010-12
539318,2010-12-16 19:09:00,Finland,SET OF 72 SKULL PAPER  DOILIES,104.4,72,2010-12
539318,2010-12-16 19:09:00,Finland,SET OF 72 PINK HEART PAPER DOILIES,69.6,48,2010-12
539318,2010-12-16 19:09:00,Finland,60 CAKE CASES VINTAGE CHRISTMAS,13.2,24,2010-12
539318,2010-12-16 19:09:00,Finland,60 CAKE CASES VINTAGE CHRISTMAS,50.4,120,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 60 PINK PAISLEY CAKE CASES,13.2,24,2010-12
539318,2010-12-16 19:09:00,Finland,PACK OF 60 PINK PAISLEY CAKE CASES,50.4,120,2010-12
539318,2010-12-16 19:09:00,Finland,POSTAGE,240.0,6,2010-12
541756,2011-01-21 11:42:00,Finland,BLUE 3 PIECE POLKADOT CUTLERY SET,180.0,48,2011-01
541756,2011-01-21 11:42:00,Finland,PINK 3 PIECE POLKADOT CUTLERY SET,244.08,72,2011-01
541756,2011-01-21 11:42:00,Finland,POSTAGE,80.0,2,2011-01
541756,2011-01-21 11:42:00,Finland,RED 3 PIECE RETROSPOT CUTLERY SET,22.5,6,2011-01
541756,2011-01-21 11:42:00,Finland,GREEN 3 PIECE POLKADOT CUTLERY SET,135.0,36,2011-01
541998,2011-01-25 10:42:00,Finland,PACK OF 12 RED RETROSPOT TISSUES ,41.76,144,2011-01
